english word,anger,fear,anticipation,trust,surprise,sadness,joy,disgust,review,sentence
elevator,0,0,0,0,0,0,0,0,1685,3
detail,0,0,0,0,0,0,0,0,1685,3
medieval,0,0,0,0,0,0,0,0,1685,3
style,0,0,0,0,0,0,0,0,1685,3
art,0,0,1,0,1,1,1,0,1685,3
show,0,0,0,1,0,0,0,0,1685,3
animal,0,0,0,0,0,0,0,0,1685,3
wood,0,0,0,0,0,0,0,0,1685,3
ceiling,0,0,0,0,0,0,0,0,1685,3
bite,0,0,0,0,0,0,0,0,1685,4
taste,0,0,0,0,0,0,0,0,1685,4
bit,0,0,0,0,0,0,0,0,1685,4
garish,0,0,0,0,1,0,0,1,1685,4
plaza,0,0,0,0,0,0,0,0,1685,4
park,0,0,0,0,0,0,0,0,1685,5
view,0,0,0,0,0,0,0,0,1685,5
suite,0,0,0,0,0,0,0,0,1685,5
high,0,0,0,0,0,0,0,0,1685,5
floor,0,0,0,0,0,0,0,0,1685,5
corner,0,0,0,0,0,0,0,0,1685,5
side,0,0,0,0,0,0,0,0,1685,5
view,0,0,0,0,0,0,0,0,1685,5
empire,0,0,0,0,0,0,0,0,1685,5
state,0,0,0,0,0,0,0,0,1685,5
building,0,0,0,0,0,0,0,0,1685,5
majority,0,0,0,1,0,0,1,0,1685,5
park,0,0,0,0,0,0,0,0,1685,5
street,0,0,0,0,0,0,0,0,1685,5
room,0,0,0,0,0,0,0,0,1685,6
john,0,0,0,0,0,0,0,1,1685,6
favorite,0,0,0,1,0,0,1,0,1685,6
place,0,0,0,0,0,0,0,0,1685,6
stay,0,0,0,0,0,0,0,0,1685,6
immediately,0,0,1,0,0,0,0,0,1685,6
hear,0,0,0,0,0,0,0,0,1685,6
lie,1,0,0,0,0,1,0,1,1685,6
voice,0,0,0,0,0,0,0,0,1685,6
fare,0,0,0,0,0,0,0,0,1685,6
year,0,0,0,0,0,0,0,0,1685,6
ago,0,0,0,0,0,0,0,0,1685,6
mick,0,0,0,0,0,0,0,0,1685,6
cab,0,0,0,0,0,0,0,0,1685,6
make,0,0,0,0,0,0,0,0,1685,6
good,0,0,1,1,1,0,1,0,1685,6
story,0,0,0,0,0,0,0,0,1685,6
good,0,0,1,1,1,0,1,0,1685,6
tip,0,0,0,0,0,0,0,0,1685,6
room,0,0,0,0,0,0,0,0,1685,7
gigantic,0,0,0,0,0,0,0,0,1685,7
hotel,0,0,0,0,0,0,0,0,1685,7
room,0,0,0,0,0,0,0,0,1685,7
comparison,0,0,0,0,0,0,0,0,1685,7
park,0,0,0,0,0,0,0,0,1685,7
view,0,0,0,0,0,0,0,0,1685,7
hold,0,0,0,0,0,0,0,0,1685,7
attention,0,0,0,0,0,0,0,0,1685,7
slowly,0,0,0,0,0,0,0,0,1685,7
room,0,0,0,0,0,0,0,0,1685,7
decorate,0,0,0,0,0,0,0,0,1685,7
art,0,0,1,0,1,1,1,0,1685,7
director,0,0,0,1,0,0,0,0,1685,7
night,0,0,0,0,0,0,0,0,1685,7
fever,0,1,0,0,0,0,0,0,1685,7
surprise,0,1,0,0,1,0,1,0,1685,8
calculation,0,0,1,0,0,0,0,0,1685,8
show,0,0,0,1,0,0,0,0,1685,8
surface,0,0,0,0,0,0,0,0,1685,8
cover,0,0,0,1,0,0,0,0,1685,8
mirror,0,0,0,0,0,0,0,0,1685,8
mirror,0,0,0,0,0,0,0,0,1685,8
bathroom,0,0,0,0,0,0,0,0,1685,8
cover,0,0,0,1,0,0,0,0,1685,8
single,0,0,0,0,0,0,0,0,1685,8
inch,0,0,0,0,0,0,0,0,1685,8
floor,0,0,0,0,0,0,0,0,1685,8
marble,0,0,0,0,0,0,0,0,1685,8
counter,0,0,0,0,0,0,0,0,1685,8
basin,0,0,0,0,0,0,0,0,1685,8
ceiling,0,0,0,0,0,0,0,0,1685,8
image,0,0,0,0,0,0,0,0,1685,9
cascade,0,0,0,0,0,0,0,0,1685,9
infinity,0,0,1,1,0,0,1,0,1685,9
back,0,0,0,0,0,0,0,0,1685,10
bathroom,0,0,0,0,0,0,0,0,1685,10
door,0,0,0,0,0,0,0,0,1685,10
completely,0,0,0,0,0,0,0,0,1685,10
cover,0,0,0,1,0,0,0,0,1685,10
mirror,0,0,0,0,0,0,0,0,1685,10
case,0,1,0,0,0,1,0,0,1685,10
close,0,0,0,0,0,0,0,0,1685,10
shoot,1,1,0,0,0,0,0,0,1685,10
sequel,0,0,1,0,0,0,0,0,1685,10
enter,0,0,0,0,0,0,0,0,1685,10
dragon,0,1,0,0,0,0,0,0,1685,10
large,0,0,0,0,0,0,0,0,1685,11
brown,0,0,0,0,0,0,0,0,1685,11
sectional,0,0,0,0,0,0,0,0,1685,11
sofa,0,0,0,0,0,0,0,0,1685,11
tan,0,0,0,0,0,0,0,0,1685,11
brown,0,0,0,0,0,0,0,0,1685,11
pillow,0,0,0,0,0,0,0,0,1685,11
remember,0,0,0,0,0,0,0,0,1685,11
term,0,0,0,0,0,0,0,0,1685,11
earth,0,0,0,0,0,0,0,0,1685,11
tone,0,0,0,0,0,0,0,0,1685,11
contrast,0,0,0,0,0,0,0,0,1685,11
clean,0,0,0,1,0,0,1,0,1685,11
entertainment,0,0,1,1,1,0,1,0,1685,11
center,0,0,0,1,0,0,0,0,1685,11
large,0,0,0,0,0,0,0,0,1685,11
round,0,0,0,0,0,0,0,0,1685,11
glass,0,0,0,0,0,0,0,0,1685,11
din,0,0,0,0,0,0,0,0,1685,11
table,0,0,0,0,0,0,0,0,1685,11
big,0,0,0,0,0,0,0,0,1685,11
part,0,0,0,0,0,0,0,0,1685,11
room,0,0,0,0,0,0,0,0,1685,11
complaint,1,0,0,0,0,0,0,0,1685,12
dwell,0,0,0,0,0,0,0,0,1685,12
reflect,0,0,0,0,0,0,0,0,1685,12
night,0,0,0,0,0,0,0,0,1685,12
expectation,0,0,1,0,0,0,0,0,1685,12
room,0,0,0,0,0,0,0,0,1685,13
park,0,0,0,0,0,0,0,0,1685,13
view,0,0,0,0,0,0,0,0,1685,13
suite,0,0,0,0,0,0,0,0,1685,13
book,0,0,0,0,0,0,0,0,1685,13
unit,0,0,0,0,0,0,0,0,1685,13
decorate,0,0,0,0,0,0,0,0,1685,13
owner,0,0,0,0,0,0,0,0,1685,13
staff,0,0,0,0,0,0,0,0,1685,17
person,0,0,0,0,0,0,0,0,1685,17
helpful,0,0,0,1,0,0,1,0,1685,17
friendly,0,0,1,1,0,0,1,0,1685,17
unobtrusive,0,0,0,0,0,0,0,0,1685,17
chocolate,0,0,1,1,0,0,1,0,1685,18
daily,0,0,1,0,0,0,0,0,1685,18
cheerful,0,0,0,0,1,0,1,0,1685,18
room,0,0,0,0,0,0,0,0,1685,19
service,0,0,0,0,0,0,0,0,1685,19
model,0,0,0,0,0,0,0,0,1685,19
follow,0,0,0,0,0,0,0,0,1685,19
bedroom,0,0,0,0,0,0,0,0,1685,20
closet,0,0,0,0,0,0,0,0,1685,20
kid,0,0,0,0,0,0,0,0,1685,20
delight,0,0,1,0,0,0,1,0,1685,20
hide,0,1,0,0,0,0,0,0,1685,20
small,0,0,0,0,0,0,0,0,1685,21
stock,0,0,0,0,0,0,0,0,1685,21
item,0,0,0,0,0,0,0,0,1685,21
terrific,0,0,0,0,0,1,0,0,1685,22
view,0,0,0,0,0,0,0,0,1685,22
service,0,0,0,0,0,0,0,0,1685,22
proximity,0,0,0,0,0,0,0,0,1685,22
park,0,0,0,0,0,0,0,0,1685,22
rink,0,0,0,0,0,0,0,0,1685,22
immense,0,0,0,0,0,0,0,0,1685,22
room,0,0,0,0,0,0,0,0,1685,22
space,0,0,0,0,0,0,0,0,1685,22
happiness,0,0,1,0,0,0,1,0,1685,22
structure,0,0,0,1,0,0,0,0,1685,22
architecture,0,0,0,1,0,0,0,0,1685,23
location,0,0,0,0,0,0,0,0,1685,23
make,0,0,0,0,0,0,0,0,1685,23
stay,0,0,0,0,0,0,0,0,1685,23
write,0,0,0,0,0,0,0,0,1685,23
drop,0,0,0,0,0,0,0,0,1685,23
interior,0,0,0,1,0,0,0,1,1685,23
design,0,0,0,0,0,0,0,0,1685,23
contract,0,0,0,0,0,0,0,0,1685,23
happily,0,0,0,0,0,0,1,0,1685,23
back,0,0,0,0,0,0,0,0,1685,23
wonderful,0,0,0,1,1,0,1,0,1686,0
time,0,0,1,0,0,0,0,0,1686,0
staff,0,0,0,0,0,0,0,0,1686,1
excellent,0,0,0,1,0,0,1,0,1686,1
meet,0,0,0,0,0,0,0,0,1686,1
people,0,0,0,0,0,0,0,0,1686,2
meet,0,0,0,0,0,0,0,0,1686,2
recommend,0,0,0,1,0,0,0,0,1686,3
view,0,0,0,0,0,0,0,0,1686,3
food,0,0,0,1,0,0,1,0,1686,3
superior,0,0,0,0,0,0,0,0,1686,3
service,0,0,0,0,0,0,0,0,1686,3
elegance,0,0,1,1,0,0,1,0,1686,3
school,0,0,0,1,0,0,0,0,1686,3
style,0,0,0,0,0,0,0,0,1686,3
word,0,0,0,1,0,0,0,0,1686,4
night,0,0,0,0,0,0,0,0,1686,4
sherry,0,0,0,0,0,0,0,0,1686,4
night,0,0,0,0,0,0,0,0,1686,4
forget,0,0,0,0,0,0,0,0,1686,4
miraculous,0,0,0,0,1,0,1,0,1686,5
thing,0,0,0,0,0,0,0,0,1686,5
form,0,0,0,0,0,0,0,0,1686,5
location,0,0,0,0,0,0,0,0,1686,5
serenity,0,0,1,1,0,0,1,0,1686,5
discreet,0,0,1,0,0,0,0,0,1686,6
matter,0,0,0,0,0,0,0,0,1686,6
interest,0,0,0,0,0,0,0,0,1686,6
heart,0,0,0,0,0,0,0,0,1686,6
thought,0,0,1,0,0,0,0,0,1686,6
time,0,0,1,0,0,0,0,0,1686,7
include,0,0,0,0,0,0,0,0,1687,0
son,0,0,0,0,0,0,0,0,1687,0
return,0,0,0,0,0,0,0,0,1687,0
day,0,0,0,0,0,0,0,0,1687,0
stay,0,0,0,0,0,0,0,0,1687,0
suite,0,0,0,0,0,0,0,0,1687,1
queen,0,0,0,0,0,0,0,0,1687,1
sofa,0,0,0,0,0,0,0,0,1687,1
bed,0,0,0,0,0,0,0,0,1687,1
lounge,0,0,0,0,0,0,0,0,1687,1
found,0,0,0,1,0,0,1,0,1687,2
staff,0,0,0,0,0,0,0,0,1687,2
courteous,0,0,0,0,0,0,0,0,1687,2
friendly,0,0,1,1,0,0,1,0,1687,2
professional,0,0,0,1,0,0,0,0,1687,2
suite,0,0,0,0,0,0,0,0,1687,3
clean,0,0,0,1,0,0,1,0,1687,3
spacious,0,0,0,0,0,0,0,0,1687,3
quality,0,0,0,0,0,0,0,0,1687,3
towel,0,0,0,0,0,0,0,0,1687,3
linen,0,0,0,0,0,0,0,0,1687,3
excellent,0,0,0,1,0,0,1,0,1687,3
son,0,0,0,0,0,0,0,0,1687,4
suite,0,0,0,0,0,0,0,0,1687,4
adequate,0,0,0,0,0,0,0,0,1687,4
floor,0,0,0,0,0,0,0,0,1687,5
service,0,0,0,0,0,0,0,0,1687,6
service,0,0,0,0,0,0,0,0,1687,7
breakfast,0,0,0,0,0,0,0,0,1687,7
selection,0,0,0,0,0,0,0,0,1687,7
pastry,0,0,0,0,0,0,1,0,1687,7
cereal,0,0,0,0,0,0,0,0,1687,7
juice,0,0,0,0,0,0,0,0,1687,7
coffee,0,0,0,0,0,0,0,0,1687,7
adequate,0,0,0,0,0,0,0,0,1687,8
hotel,0,0,0,0,0,0,0,0,1687,9
handy,0,0,0,0,0,0,0,0,1687,9
subway,0,0,0,0,0,0,0,0,1687,9
walk,0,0,0,0,0,0,0,0,1687,9
distance,0,0,0,0,0,0,0,0,1687,9
main,0,0,0,0,0,0,0,0,1687,9
street,0,0,0,0,0,0,0,0,1687,9
visit,0,0,0,0,0,0,0,0,1687,9
trip,0,0,0,0,1,0,0,0,1687,10
stay,0,0,0,0,0,0,0,0,1687,10
time,0,0,1,0,0,0,0,0,1688,0
stay,0,0,0,0,0,0,0,0,1688,0
hotel,0,0,0,0,0,0,0,0,1688,0
night,0,0,0,0,0,0,0,0,1688,1
hotel,0,0,0,0,0,0,0,0,1688,1
central,0,0,0,0,0,0,0,0,1688,1
point,0,0,0,0,0,0,0,0,1688,1
activity,0,0,0,0,0,0,0,0,1688,1
plan,0,0,1,0,0,0,0,0,1688,1
room,0,0,0,0,0,0,0,0,1688,2
good,0,0,1,1,1,0,1,0,1688,2
size,0,0,0,0,0,0,0,0,1688,2
staff,0,0,0,0,0,0,0,0,1688,2
friendly,0,0,1,1,0,0,1,0,1688,2
helpful,0,0,0,1,0,0,1,0,1688,2
time,0,0,1,0,0,0,0,0,1688,3
staff,0,0,0,0,0,0,0,0,1688,3
restaurant,0,0,0,0,0,0,0,0,1688,3
direction,0,0,0,0,0,0,0,0,1688,3
advice,0,0,0,1,0,0,0,0,1688,3
spot,0,0,0,0,0,0,0,0,1688,3
breakfast,0,0,0,0,0,0,0,0,1688,4
buffet,1,0,0,0,0,0,0,0,1688,4
adequate,0,0,0,0,0,0,0,0,1688,4
continental,0,0,0,0,0,0,0,0,1688,4
breakfast,0,0,0,0,0,0,0,0,1688,4
service,0,0,0,0,0,0,0,0,1688,4
good,0,0,1,1,1,0,1,0,1688,4
thing,0,0,0,0,0,0,0,0,1688,9
make,0,0,0,0,0,0,0,0,1688,9
service,0,0,0,0,0,0,0,0,1688,9
good,0,0,1,1,1,0,1,0,1688,9
rainy,0,0,0,0,0,1,0,0,1688,12
night,0,0,0,0,0,0,0,0,1688,12
stay,0,0,0,0,0,0,0,0,1688,12
large,0,0,0,0,0,0,0,0,1688,12
quantity,0,0,0,0,0,0,0,0,1688,12
good,0,0,1,1,1,0,1,0,1688,12
portable,0,0,0,0,0,0,0,0,1688,12
umbrella,0,0,0,0,0,0,0,0,1688,12
people,0,0,0,0,0,0,0,0,1688,12
evening,0,0,0,0,0,0,0,0,1688,12
love,0,0,0,0,0,0,1,0,1689,0
minute,0,0,0,0,0,0,0,0,1689,1
arrive,0,0,1,0,0,0,0,0,1689,1
treat,1,1,1,1,1,1,1,1,1689,1
friend,0,0,0,1,0,0,1,0,1689,1
front,0,0,0,0,0,0,0,0,1689,2
desk,0,0,0,0,0,0,0,0,1689,2
helpful,0,0,0,1,0,0,1,0,1689,2
early,0,0,0,0,0,0,0,0,1689,2
check,0,0,0,0,0,0,0,0,1689,2
suite,0,0,0,0,0,0,0,0,1689,2
arrive,0,0,1,0,0,0,0,0,1689,2
front,0,0,0,0,0,0,0,0,1689,5
desk,0,0,0,0,0,0,0,0,1689,5
staff,0,0,0,0,0,0,0,0,1689,5
entertain,0,0,0,0,0,0,1,0,1689,5
kid,0,0,0,0,0,0,0,0,1689,5
magic,0,0,0,0,0,0,0,0,1689,5
trick,0,0,0,0,1,0,0,0,1689,5
hour,0,0,0,0,0,0,0,0,1689,6
earlier,0,0,0,0,0,0,0,0,1689,6
official,0,0,0,1,0,0,0,0,1689,6
check,0,0,0,0,0,0,0,0,1689,6
time,0,0,1,0,0,0,0,0,1689,6
beautiful,0,0,0,0,0,0,1,0,1689,6
suite,0,0,0,0,0,0,0,0,1689,6
floor,0,0,0,0,0,0,0,0,1689,6
quiet,0,0,0,0,0,1,0,0,1689,6
spacious,0,0,0,0,0,0,0,0,1689,6
good,0,0,1,1,1,0,1,0,1689,6
air,0,0,0,0,0,0,0,0,1689,6
heat,0,0,0,0,0,0,0,0,1689,6
wave,0,0,0,0,0,0,0,0,1689,6
bell,0,0,0,0,0,0,0,0,1689,8
staff,0,0,0,0,0,0,0,0,1689,8
friendly,0,0,1,1,0,0,1,0,1689,8
good,0,0,1,1,1,0,1,0,1689,8
suggestion,0,0,0,0,0,0,0,0,1689,8
tourist,0,0,0,0,0,0,0,0,1689,8
travel,0,0,0,0,0,0,0,0,1689,8
stay,0,0,0,0,0,0,0,0,1689,9
thunderstorm,0,0,0,0,0,0,0,0,1689,9
hotel,0,0,0,0,0,0,0,0,1689,9
door,0,0,0,0,0,0,0,0,1689,9
cruise,0,0,0,0,0,0,0,0,1689,9
city,0,0,0,0,0,0,0,0,1689,9
read,0,0,0,0,0,0,0,0,1689,10
complaint,1,0,0,0,0,0,0,0,1689,10
breakfast,0,0,0,0,0,0,0,0,1689,10
plenty,0,0,0,0,0,0,0,0,1689,10
food,0,0,0,1,0,0,1,0,1689,10
choice,0,0,0,0,0,0,0,0,1689,10
include,0,0,0,0,0,0,0,0,1689,11
room,0,0,0,0,0,0,0,0,1689,11
price,0,0,0,0,0,0,0,0,1689,11
terrific,0,0,0,0,0,1,0,0,1689,11
beat,0,0,0,0,0,0,0,0,1689,11
breakfast,0,0,0,0,0,0,0,0,1689,12
roll,0,0,0,0,0,0,0,0,1689,12
assorted,0,0,0,0,0,0,0,0,1689,12
pastry,0,0,0,0,0,0,1,0,1689,12
chocolate,0,0,1,1,0,0,1,0,1689,12
tea,0,0,0,0,0,0,0,0,1689,12
coffee,0,0,0,0,0,0,0,0,1689,12
hot,1,0,0,0,0,0,0,0,1689,12
chocolate,0,0,1,1,0,0,1,0,1689,12
milk,0,0,0,0,0,0,0,0,1689,12
orange,0,0,0,0,0,0,0,0,1689,12
juice,0,0,0,0,0,0,0,0,1689,12
cottage,0,0,0,0,0,0,0,0,1689,12
apple,0,0,0,0,0,0,0,0,1689,12
jam,0,0,0,0,0,0,0,0,1689,12
cream,0,0,1,0,1,0,1,0,1689,12
rice,0,0,0,0,0,0,0,0,1689,12
corn,0,0,0,0,0,0,0,0,1689,12
flake,0,0,0,0,0,0,0,0,1689,12
lady,0,0,0,0,0,0,0,0,1689,13
work,0,0,0,0,0,0,0,0,1689,13
breakfast,0,0,0,0,0,0,0,0,1689,13
stock,0,0,0,0,0,0,0,0,1689,13
morning,0,0,0,0,0,0,0,0,1689,13
suite,0,0,0,0,0,0,0,0,1689,15
clean,0,0,0,1,0,0,1,0,1689,15
appoint,0,0,0,0,0,0,0,0,1689,15
roomy,0,0,0,0,0,0,0,0,1689,15
space,0,0,0,0,0,0,0,0,1689,15
staff,0,0,0,0,0,0,0,0,1689,16
wonderful,0,0,0,1,1,0,1,0,1689,16
minute,0,0,0,0,0,0,0,0,1689,17
request,0,0,0,0,0,0,0,0,1689,17
return,0,0,0,0,0,0,0,0,1689,18
daily,0,0,1,0,0,0,0,0,1689,18
adventure,0,0,1,0,0,0,0,0,1689,18
place,0,0,0,0,0,0,0,0,1689,18
spotless,0,0,0,1,0,0,0,0,1689,18
dirty,0,0,0,0,0,0,0,1,1689,18
dish,0,0,0,0,0,0,0,0,1689,18
luxury,0,0,0,0,0,0,1,0,1689,19
sink,0,0,0,0,0,0,0,0,1689,20
hotel,0,0,0,0,0,0,0,0,1689,21
location,0,0,0,0,0,0,0,0,1689,21
wonderful,0,0,0,1,1,0,1,0,1689,21
walk,0,0,0,0,0,0,0,0,1689,22
distance,0,0,0,0,0,0,0,0,1689,22
attraction,0,0,0,0,0,0,0,0,1689,22
variety,0,0,0,0,0,0,0,0,1689,22
restaurant,0,0,0,0,0,0,0,0,1689,22
subway,0,0,0,0,0,0,0,0,1689,22
station,0,0,0,0,0,0,0,0,1689,22
front,0,0,0,0,0,0,0,0,1689,23
door,0,0,0,0,0,0,0,0,1689,23
staff,0,0,0,0,0,0,0,0,1689,23
top,0,0,1,1,0,0,0,0,1689,23
cab,0,0,0,0,0,0,0,0,1689,23
hail,0,0,0,1,0,0,0,0,1689,23
time,0,0,1,0,0,0,0,0,1689,23
walk,0,0,0,0,0,0,0,0,1689,23
food,0,0,0,1,0,0,1,0,1689,23
neighborhood,0,0,1,0,0,0,0,0,1689,23
staff,0,0,0,0,0,0,0,0,1689,24
hotel,0,0,0,0,0,0,0,0,1689,24
expectation,0,0,1,0,0,0,0,0,1689,24
stay,0,0,0,0,0,0,0,0,1689,25
return,0,0,0,0,0,0,0,0,1689,25
kid,0,0,0,0,0,0,0,0,1689,26
miss,0,0,0,0,0,0,0,0,1689,26
bad,1,1,0,0,0,1,0,1,1690,0
thing,0,0,0,0,0,0,0,0,1690,0
arrive,0,0,1,0,0,0,0,0,1691,0
hotel,0,0,0,0,0,0,0,0,1691,0
midnight,0,0,0,0,0,0,0,0,1691,0
bag,0,0,0,0,0,0,0,0,1691,2
set,0,0,0,0,0,0,0,0,1691,2
thermostat,0,0,0,0,0,0,0,0,1691,2
entire,0,0,0,0,0,0,0,0,1691,2
suite,0,0,0,0,0,0,0,0,1691,2
staff,0,0,0,0,0,0,0,0,1691,3
restaurant,0,0,0,0,0,0,0,0,1691,3
recommendation,0,0,0,0,0,0,0,0,1691,3
direction,0,0,0,0,0,0,0,0,1691,3
smile,0,0,0,1,1,0,1,0,1691,4
joke,0,0,0,0,0,0,0,0,1691,4
friendly,0,0,1,1,0,0,1,0,1691,4
face,0,0,0,0,0,0,0,0,1691,4
suite,0,0,0,0,0,0,0,0,1691,5
small,0,0,0,0,0,0,0,0,1691,5
apartment,0,0,0,0,0,0,0,0,1691,5
clean,0,0,0,1,0,0,1,0,1691,6
bed,0,0,0,0,0,0,0,0,1691,6
room,0,0,0,0,0,0,0,0,1691,6
move,0,0,0,0,0,0,0,0,1691,6
year,0,0,0,0,0,0,0,0,1691,7
love,0,0,0,0,0,0,1,0,1691,7
continental,0,0,0,0,0,0,0,0,1691,8
breakfast,0,0,0,0,0,0,0,0,1691,8
leave,0,0,0,0,1,1,0,0,1691,8
bit,0,0,0,0,0,0,0,0,1691,8
make,0,0,0,0,0,0,0,0,1691,8
location,0,0,0,0,0,0,0,0,1692,0
time,0,0,1,0,0,0,0,0,1692,0
square,0,0,0,0,0,0,0,0,1692,0
staff,0,0,0,0,0,0,0,0,1692,3
room,0,0,0,0,0,0,0,0,1692,4
tiny,0,0,0,0,0,0,0,0,1692,4
expect,0,0,1,1,1,0,0,0,1692,5
lot,0,0,0,0,0,0,0,0,1692,5
deal,0,0,1,1,1,0,1,0,1692,5
small,0,0,0,0,0,0,0,0,1692,5
space,0,0,0,0,0,0,0,0,1692,5
barely,0,0,0,0,0,0,0,0,1692,5
room,0,0,0,0,0,0,0,0,1692,5
move,0,0,0,0,0,0,0,0,1692,5
dark,0,0,0,0,0,1,0,0,1692,6
color,0,0,0,0,0,0,0,0,1692,6
make,0,0,0,0,0,0,0,0,1692,6
feel,0,0,0,0,0,0,0,0,1692,6
small,0,0,0,0,0,0,0,0,1692,6
bed,0,0,0,0,0,0,0,0,1692,7
crazy,1,1,0,0,0,1,0,0,1692,8
mattress,0,0,0,0,0,0,0,0,1692,8
sink,0,0,0,0,0,0,0,0,1692,8
middle,0,0,0,0,0,0,0,0,1692,8
happen,0,0,1,0,0,0,0,0,1692,8
bed,0,0,0,0,0,0,0,0,1692,8
sleep,0,0,0,0,0,0,0,0,1692,9
good,0,0,1,1,1,0,1,0,1692,10
machine,0,0,0,1,0,0,0,0,1692,10
weight,0,1,1,1,1,1,1,1,1692,10
totally,0,0,0,0,0,0,0,0,1692,10
bad,1,1,0,0,0,1,0,1,1692,11
search,0,0,0,0,0,0,0,0,1692,11
hotel,0,0,0,0,0,0,0,0,1692,11
trip,0,0,0,0,1,0,0,0,1692,11
city,0,0,0,0,0,0,0,0,1692,11
spend,0,0,0,0,0,0,0,0,1693,0
night,0,0,0,0,0,0,0,0,1693,0
charm,0,0,0,0,0,0,0,0,1693,0
mid,0,0,0,0,0,0,0,0,1693,0
town,0,0,0,0,0,0,0,0,1693,0
hotel,0,0,0,0,0,0,0,0,1693,0
luxury,0,0,0,0,0,0,1,0,1693,2
amenity,0,0,0,0,0,0,0,0,1693,2
price,0,0,0,0,0,0,0,0,1693,2
heart,0,0,0,0,0,0,0,0,1693,2
town,0,0,0,0,0,0,0,0,1693,2
brass,0,0,0,0,0,0,0,0,1693,3
fixture,0,0,0,0,0,0,0,0,1693,3
room,0,0,0,0,0,0,0,0,1693,3
plush,0,0,0,0,0,0,0,0,1693,3
bed,0,0,0,0,0,0,0,0,1693,3
coffee,0,0,0,0,0,0,0,0,1693,4
lobby,0,0,0,0,0,0,0,0,1693,4
morning,0,0,0,0,0,0,0,0,1693,4
afternoon,0,0,0,0,0,0,0,0,1693,4
urn,0,0,0,0,0,1,0,0,1693,4
cold,0,0,0,0,0,0,0,0,1693,4
ice,0,0,0,0,0,0,0,0,1693,4
water,0,0,0,0,0,0,0,0,1693,4
heat,0,0,0,0,0,0,0,0,1693,4
wave,0,0,0,0,0,0,0,0,1693,4
small,0,0,0,0,0,0,0,0,1693,5
reading,0,0,0,0,0,0,0,0,1693,5
library,0,0,0,0,0,0,0,0,1693,5
lobby,0,0,0,0,0,0,0,0,1693,5
computer,0,0,0,0,0,0,0,0,1693,5
printer,0,0,0,0,0,0,0,0,1693,5
print,0,0,0,0,0,0,0,0,1693,5
board,0,0,1,0,0,0,0,0,1693,5
pass,0,0,0,0,0,0,0,0,1693,5
bar,0,0,0,0,0,0,0,0,1693,5
restaurant,0,0,0,0,0,0,0,0,1693,5
stay,0,0,0,0,0,0,0,0,1693,7
future,0,0,0,0,0,0,0,0,1693,7
trip,0,0,0,0,1,0,0,0,1693,7
location,0,0,0,0,0,0,0,0,1694,0
extremely,0,0,0,0,0,0,0,0,1694,0
time,0,0,1,0,0,0,0,0,1694,0
square,0,0,0,0,0,0,0,0,1694,0
street,0,0,0,0,0,0,0,0,1694,0
avenue,0,0,0,0,0,0,0,0,1694,0
hotel,0,0,0,0,0,0,0,0,1694,1
hotel,0,0,0,0,0,0,0,0,1694,1
lot,0,0,0,0,0,0,0,0,1694,2
area,0,0,0,0,0,0,0,0,1694,2
food,0,0,0,1,0,0,1,0,1694,2
supermarket,0,0,0,0,0,0,0,0,1694,2
shopping,0,0,1,1,1,0,1,0,1694,2
room,0,0,0,0,0,0,0,0,1694,3
quiet,0,0,0,0,0,1,0,0,1694,3
bed,0,0,0,0,0,0,0,0,1694,3
coffee,0,0,0,0,0,0,0,0,1694,4
lobby,0,0,0,0,0,0,0,0,1694,4
morning,0,0,0,0,0,0,0,0,1694,4
bonus,0,0,1,0,1,0,1,0,1694,5
staff,0,0,0,0,0,0,0,0,1694,6
friendly,0,0,1,1,0,0,1,0,1694,6
con,0,0,0,0,0,0,0,0,1694,6
electric,0,0,0,0,1,0,1,0,1694,6
kettle,0,0,0,0,0,0,0,0,1694,6
boiling,0,0,0,0,0,0,0,0,1694,6
water,0,0,0,0,0,0,0,0,1694,6
hot,1,0,0,0,0,0,0,0,1694,7
water,0,0,0,0,0,0,0,0,1694,7
supply,0,0,0,0,0,0,0,0,1694,7
room,0,0,0,0,0,0,0,0,1694,7
service,0,0,0,0,0,0,0,0,1694,7
room,0,0,0,0,0,0,0,0,1694,8
spacious,0,0,0,0,0,0,0,0,1694,8
double,0,0,0,0,0,0,0,0,1694,8
queen,0,0,0,0,0,0,0,0,1694,8
size,0,0,0,0,0,0,0,0,1694,8
room,0,0,0,0,0,0,0,0,1694,8
view,0,0,0,0,0,0,0,0,1694,9
room,0,0,0,0,0,0,0,0,1694,9
hotel,0,0,0,0,0,0,0,0,1694,10
call,0,0,0,0,0,0,0,0,1694,10
quote,0,0,1,0,1,0,0,0,1694,10
charge,0,0,0,0,0,0,0,0,1694,10
airport,0,0,1,0,0,0,0,0,1694,10
friend,0,0,0,1,0,0,1,0,1694,10
call,0,0,0,0,0,0,0,0,1694,10
company,0,0,0,0,0,0,0,0,1694,10
thing,0,0,0,0,0,0,0,0,1694,11
lift,0,0,0,0,0,0,0,0,1694,11
slow,0,0,0,0,0,0,0,0,1694,11
restaurant,0,0,0,0,0,0,0,0,1694,12
red,0,0,0,0,0,0,0,0,1694,12
flame,0,0,0,0,0,0,0,0,1694,12
restaurant,0,0,0,0,0,0,0,0,1694,12
restaurant,0,0,0,0,0,0,0,0,1694,12
good,0,0,1,1,1,0,1,0,1694,12
